,,,,Independent Variable,Distance moved,Velocity,Velocity.1
,,,,Independent Variable,Center-point,Center-point,Center-point
,,,,Treatment,Total,Mean,Total
,,,,,cm,cm/s,cm/s
Result 1,Trial     1,A1,56:20:00-56:30:00,,48.6083,0.138945,607.604
Result 1,Trial     1,A1,56:30:00-56:40:00,,46.1467,0.1349,576.834
Result 1,Trial     1,A1,56:40:00-56:50:00,,51.9408,0.122317,649.26
Result 1,Trial     1,A1,56:50:00-57:00:00,,57.3866,0.13555,717.333
Result 1,Trial     1,A1,57:00:00-57:10:00,,42.583,0.137507,532.288
Result 1,Trial     1,A1,57:10:00-57:20:00,,51.3592,0.117087,641.99
Result 1,Trial     1,A1,57:20:00-57:30:00,,60.0584,0.123111,750.73
Result 1,Trial     1,A1,57:30:00-57:40:00,,64.4543,0.183067,805.679
Result 1,Trial     1,A1,57:40:00-57:50:00,,55.6213,0.14872,695.266
Result 1,Trial     1,A1,57:50:00-58:00:00,,128.852,0.291837,1610.65
Result 1,Trial     1,A1,58:00:00-58:10:00,,122.659,0.261378,1533.24
Result 1,Trial     1,A1,58:10:00-58:20:00,,61.5727,0.157652,769.659
Result 1,Trial     1,A1,58:20:00-58:30:00,,117.21,0.250149,1465.12
Result 1,Trial     1,A1,58:30:00-58:40:00,,88.1327,0.186217,1101.66
Result 1,Trial     1,A1,58:40:00-58:50:00,,66.4907,0.163384,831.134
Result 1,Trial     1,A1,58:50:00-59:00:00,,63.6128,0.125916,795.16
Result 1,Trial     1,A1,59:00:00-59:10:00,,70.7162,0.158727,883.952
Result 1,Trial     1,A1,59:10:00-59:20:00,,54.9178,0.0984897,686.473
Result 1,Trial     1,A1,59:20:00-59:30:00,,51.9099,0.0975164,648.874
Result 1,Trial     1,A1,59:30:00-59:40:00,,49.687,0.0892239,621.087
Result 1,Trial     1,A1,59:40:00-59:50:00,,42.7466,0.0805202,534.332
Result 1,Trial     1,A1,59:50:00-60:00:00,,31.7958,0.071897,397.447
Result 1,Trial     1,A1,60:00:00-60:10:00,,37.5313,0.0684379,469.142
Result 1,Trial     1,A1,60:10:00-60:20:00,,27.7555,0.05544,346.943
Result 1,Trial     1,A1,60:20:00-60:30:00,,20.478,0.0498006,255.975
Result 1,Trial     1,A1,60:30:00-60:40:00,,22.3429,0.0384109,279.286
Result 1,Trial     1,A1,60:40:00-60:50:00,,21.7657,0.03913,272.071
Result 1,Trial     1,A1,60:50:00-61:00:00,,24.1609,0.0438842,302.011
Result 1,Trial     1,A1,61:00:00-61:10:00,,11.239,0.0247468,140.488
Result 1,Trial     1,A1,61:10:00-61:20:00,,15.268,0.0323421,190.851
Result 1,Trial     1,A1,61:20:00-61:30:00,,17.1891,0.0386794,214.864
Result 1,Trial     1,A1,61:30:00-61:40:00,,16.3603,0.0303283,204.504
Result 1,Trial     1,A1,61:40:00-61:50:00,,13.2466,0.0222198,165.582
Result 1,Trial     1,A1,61:50:00-62:00:00,,30.9769,0.067718,387.212
Result 1,Trial     1,A1,62:00:00-62:10:00,,12.8964,0.0223183,161.205
Result 1,Trial     1,A1,62:10:00-62:20:00,,20.0815,0.0366987,251.019
Result 1,Trial     1,A1,62:20:00-62:30:00,,25.8639,0.0563926,323.299
Result 1,Trial     1,A1,62:30:00-62:40:00,,20.2916,0.0416015,253.645
Result 1,Trial     1,A1,62:40:00-62:50:00,,21.5577,0.0421642,269.471
Result 1,Trial     1,A1,62:50:00-63:00:00,,22.1448,0.0401116,276.81
Result 1,Trial     1,A1,63:00:00-63:10:00,,20.6196,0.0390819,257.745
Result 1,Trial     1,A1,63:10:00-63:20:00,,12.4836,0.0257372,156.044
Result 1,Trial     1,A1,63:20:00-63:30:00,,32.6675,0.0653037,408.344
Result 1,Trial     1,A1,63:30:00-63:40:00,,18.6622,0.0495281,233.277
Result 1,Trial     1,A1,63:40:00-63:50:00,,23.0079,0.0435822,287.599
Result 1,Trial     1,A1,63:50:00-64:00:00,,13.8067,0.0286731,172.584
Result 1,Trial     1,A1,64:00:00-64:10:00,,14.1024,0.0485084,176.279
Result 1,Trial     1,A1,64:10:00-64:20:00,,11.9057,0.0382969,148.822
Result 1,Trial     1,A1,64:20:00-64:30:00,,19.9823,0.0458141,249.779
Result 1,Trial     1,A1,64:30:00-64:40:00,,14.7439,0.0345646,184.298
Result 1,Trial     1,A1,64:40:00-64:50:00,,15.1786,0.0428678,189.733
Result 1,Trial     1,A1,64:50:00-65:00:00,,15.37,0.0404644,192.125
Result 1,Trial     1,A1,65:00:00-65:10:00,,16.0191,0.0476758,200.238
Result 1,Trial     1,A1,65:10:00-65:20:00,,18.0437,0.0384891,225.546
Result 1,Trial     1,A1,65:20:00-65:30:00,,14.6372,0.03703,182.965
Result 1,Trial     1,A1,65:30:00-65:40:00,,20.4533,0.041796,255.666
Result 1,Trial     1,A1,65:40:00-65:50:00,,14.4552,0.0314627,180.69
Result 1,Trial     1,A1,65:50:00-66:00:00,,22.8778,0.0487093,285.972
Result 1,Trial     1,A1,66:00:00-66:10:00,,12.704,0.0335588,158.8
Result 1,Trial     1,A1,66:10:00-66:20:00,,15.9633,0.030065,199.541
Result 1,Trial     1,A1,66:20:00-66:30:00,,14.9561,0.033868,186.951
Result 1,Trial     1,A1,66:30:00-66:40:00,,16.1001,0.0564676,201.251
Result 1,Trial     1,A1,66:40:00-66:50:00,,10.9326,0.0191343,136.657
Result 1,Trial     1,A1,66:50:00-67:00:00,,10.105,0.0362968,126.313
Result 1,Trial     1,A1,67:00:00-67:10:00,,8.67785,0.0359778,108.473
Result 1,Trial     1,A1,67:10:00-67:20:00,,7.10823,0.0680865,88.8529
Result 1,Trial     1,A1,67:20:00-67:30:00,,16.235,0.0352997,202.938
Result 1,Trial     1,A1,67:30:00-67:40:00,,15.5286,0.0330565,194.108
Result 1,Trial     1,A1,67:40:00-67:50:00,,15.852,0.0345088,198.15
Result 1,Trial     1,A1,67:50:00-68:00:00,,28.5329,0.0651556,356.662
Result 1,Trial     1,A1,68:00:00-68:10:00,,19.7746,0.0411559,247.183
Result 1,Trial     1,A1,68:10:00-68:20:00,,19.2108,0.0398365,240.134
Result 1,Trial     1,A1,68:20:00-68:30:00,,15.4841,0.0387567,193.551
Result 1,Trial     1,A1,68:30:00-68:40:00,,21.2048,0.0519726,265.06
Result 1,Trial     1,A1,68:40:00-68:50:00,,30.4656,0.0564679,380.82
Result 1,Trial     1,A1,68:50:00-69:00:00,,24.341,0.0479531,304.262
Result 1,Trial     1,A1,69:00:00-69:10:00,,28.3502,0.056637,354.378
Result 1,Trial     1,A1,69:10:00-69:20:00,,24.3916,0.0427204,304.895
Result 1,Trial     1,A1,69:20:00-69:30:00,,15.1316,0.0332299,189.144
Result 1,Trial     1,A1,69:30:00-69:40:00,,8.8367,0.0167819,110.459
Result 1,Trial     1,A1,69:40:00-69:50:00,,12.5792,0.0394975,157.24
Result 1,Trial     1,A1,69:50:00-70:00:00,,8.15717,0.0211765,101.965
Result 1,Trial     1,A1,70:00:00-70:10:00,,17.9319,0.0575477,224.148
Result 1,Trial     1,A1,70:10:00-70:20:00,,14.03,0.0333604,175.376
Result 1,Trial     1,A1,70:20:00-70:30:00,,12.3672,0.0316978,154.59
Result 1,Trial     1,A1,70:30:00-70:40:00,,22.31,0.0529376,278.875
Result 1,Trial     1,A1,70:40:00-70:50:00,,18.1918,0.0361292,227.397
Result 1,Trial     1,A1,70:50:00-71:00:00,,6.96303,0.0326107,87.0379
Result 1,Trial     1,A1,71:00:00-71:10:00,,12.5813,0.0253003,157.266
Result 1,Trial     1,A1,71:10:00-71:20:00,,21.0661,0.0363811,263.326
Result 1,Trial     1,A1,71:20:00-71:30:00,,9.18121,0.0441404,114.765
Result 1,Trial     1,A1,71:30:00-71:40:00,,4.12987,0.00739167,51.6234
Result 1,Trial     1,A1,71:40:00-71:50:00,,20.7303,0.0410273,259.128
Result 1,Trial     1,A1,71:50:00-72:00:00,,17.2605,0.0292909,215.757
Result 1,Trial     1,A1,72:00:00-72:10:00,,18.1105,0.0324096,226.381
Result 1,Trial     1,A1,72:10:00-72:20:00,,14.9847,0.0326038,187.309
Result 1,Trial     1,A1,72:20:00-72:30:00,,11.1507,0.0207848,139.383
Result 1,Trial     1,A1,72:30:00-72:40:00,,18.7407,0.0338426,234.259
Result 1,Trial     1,A1,72:40:00-72:50:00,,9.35974,0.0158296,116.997
Result 1,Trial     1,A1,72:50:00-73:00:00,,15.5792,0.0269537,194.741
Result 1,Trial     1,A1,73:00:00-73:10:00,,12.7767,0.0247458,159.709
Result 1,Trial     1,A1,73:10:00-73:20:00,,22.9143,0.0421094,286.428
Result 1,Trial     1,A1,73:20:00-73:30:00,,10.6319,0.0235594,132.899
Result 1,Trial     1,A1,73:30:00-73:40:00,,13.1835,0.0392366,164.794
Result 1,Trial     1,A1,73:40:00-73:50:00,,8.19063,0.0341276,102.383
Result 1,Trial     1,A1,73:50:00-74:00:00,,20.6476,0.0395911,258.095
Result 1,Trial     1,A1,74:00:00-74:10:00,,8.39735,0.0232536,104.967
Result 1,Trial     1,A1,74:10:00-74:20:00,,15.6458,0.0317952,195.572
Result 1,Trial     1,A1,74:20:00-74:30:00,,15.501,0.0294516,193.762
Result 1,Trial     1,A1,74:30:00-74:40:00,,6.0248,0.018563,75.31
Result 1,Trial     1,A1,74:40:00-74:50:00,,11.6561,0.0223674,145.701
Result 1,Trial     1,A1,74:50:00-75:00:00,,9.75734,0.0253253,121.967
Result 1,Trial     1,A1,75:00:00-75:10:00,,11.2576,0.0407767,140.72
Result 1,Trial     1,A1,75:10:00-75:20:00,,16.0724,0.0381949,200.905
Result 1,Trial     1,A1,75:20:00-75:30:00,,8.55977,0.0187222,106.997
Result 1,Trial     1,A1,75:30:00-75:40:00,,17.5034,0.0309292,218.793
Result 1,Trial     1,A1,75:40:00-75:50:00,,4.33852,0.0120354,54.2314
Result 1,Trial     1,A1,75:50:00-76:00:00,,7.50156,0.0305239,93.7695
Result 1,Trial     1,A1,76:00:00-76:10:00,,14.9906,0.0607794,187.383
Result 1,Trial     1,A1,76:10:00-76:20:00,,23.2742,0.041138,290.928
Result 1,Trial     1,A1,76:20:00-76:30:00,,6.55471,0.0130697,81.9339
Result 1,Trial     1,A1,76:30:00-76:40:00,,9.50993,0.030325,118.874
Result 1,Trial     1,A1,76:40:00-76:50:00,,15.912,0.0339767,198.9
Result 1,Trial     1,A1,76:50:00-77:00:00,,13.2171,0.0282707,165.214
Result 1,Trial     1,A1,77:00:00-77:10:00,,2.64464,0.0129537,33.058
Result 1,Trial     1,A1,77:10:00-77:20:00,,11.6084,0.0235752,145.105
Result 1,Trial     1,A1,77:20:00-77:30:00,,6.02526,0.0138194,75.3157
Result 1,Trial     1,A1,77:30:00-77:40:00,,9.9666,0.0167337,124.582
Result 1,Trial     1,A1,77:40:00-77:50:00,,7.88764,0.0318152,98.5955
Result 1,Trial     1,A1,77:50:00-78:00:00,,14.6028,0.0380441,182.535
Result 1,Trial     1,A1,78:00:00-78:10:00,,4.99392,0.0397858,62.424
Result 1,Trial     1,A1,78:10:00-78:20:00,,15.4033,0.0393022,192.542
Result 1,Trial     1,A1,78:20:00-78:30:00,,8.45532,0.0146489,105.691
Result 1,Trial     1,A1,78:30:00-78:40:00,,11.8124,0.02139,147.655
Result 1,Trial     1,A1,78:40:00-78:50:00,,17.4639,0.0317341,218.299
Result 1,Trial     1,A1,78:50:00-79:00:00,,15.1209,0.0303339,189.011
Result 1,Trial     1,A1,79:00:00-79:10:00,,11.7225,0.0407936,146.531
Result 1,Trial     1,A1,79:10:00-79:20:00,,19.7619,0.0399909,247.024
Result 1,Trial     1,A1,79:20:00-79:30:00,,12.4605,0.0208564,155.756
Result 1,Trial     1,A1,79:30:00-79:40:00,,4.10907,0.00689534,51.3634
Result 1,Trial     1,A1,79:40:00-79:50:00,,10.4912,0.0198637,131.14
Result 1,Trial     1,A1,79:50:00-80:00:00,,23.4083,0.0737407,292.603
Result 1,Trial     1,A1,80:00:00-80:10:00,,11.5801,0.0195188,144.751
Result 1,Trial     1,A1,80:10:00-80:20:00,,6.26884,0.0180971,78.3605
Result 1,Trial     1,A1,80:20:00-80:30:00,,7.20555,0.0190946,90.0694
Result 1,Trial     1,A1,80:30:00-80:40:00,,8.30185,0.0138697,103.773
Result 1,Trial     1,A1,80:40:00-80:50:00,,14.4769,0.0243423,180.961
Result 1,Trial     1,A1,80:50:00-81:00:00,,7.36773,0.0138616,92.0966
Result 1,Trial     1,A1,81:00:00-81:10:00,,11.7795,0.0198042,147.244
Result 1,Trial     1,A1,81:10:00-81:20:00,,6.08207,0.0101857,76.0259
Result 1,Trial     1,A1,81:20:00-81:30:00,,1.67858,0.00279839,20.9823
Result 1,Trial     1,A1,81:30:00-81:40:00,,12.1608,0.0234042,152.01
Result 1,Trial     1,A1,81:40:00-81:50:00,,10.9133,0.0250076,136.417
Result 1,Trial     1,A1,81:50:00-82:00:00,,10.5106,0.0363536,131.382
Result 1,Trial     1,A1,82:00:00-82:10:00,,16.8736,0.041123,210.92
Result 1,Trial     1,A1,82:10:00-82:20:00,,10.0446,0.020353,125.557
Result 1,Trial     1,A1,82:20:00-82:30:00,,11.2494,0.0265466,140.617
Result 1,Trial     1,A1,82:30:00-82:40:00,,5.02261,0.0237813,62.7826
Result 1,Trial     1,A1,82:40:00-82:50:00,,10.8274,0.0240395,135.343
Result 1,Trial     1,A1,82:50:00-83:00:00,,13.9843,0.0289602,174.804
Result 1,Trial     1,A1,83:00:00-83:10:00,,7.08217,0.0124827,88.5271
Result 1,Trial     1,A1,83:10:00-83:20:00,,19.0677,0.0452957,238.346
Result 1,Trial     1,A1,83:20:00-83:30:00,,12.5625,0.0372112,157.031
Result 1,Trial     1,A1,83:30:00-83:40:00,,19.267,0.0370919,240.838
Result 1,Trial     1,A1,83:40:00-83:50:00,,15.2567,0.0502922,190.708
Result 1,Trial     1,A1,83:50:00-84:00:00,,23.2686,0.0476503,290.857
Result 1,Trial     1,A1,84:00:00-84:10:00,,8.7998,0.0158887,109.998
Result 1,Trial     1,A1,84:10:00-84:20:00,,15.4874,0.0363965,193.593
Result 1,Trial     1,A1,84:20:00-84:30:00,,14.1269,0.0239472,176.586
Result 1,Trial     1,A1,84:30:00-84:40:00,,27.1404,0.056741,339.254
Result 1,Trial     1,A1,84:40:00-84:50:00,,40.5817,0.0800871,507.272
Result 1,Trial     1,A1,84:50:00-85:00:00,,11.8694,0.0260158,148.368
Result 1,Trial     1,A1,85:00:00-85:10:00,,26.0564,0.0462518,325.705
Result 1,Trial     1,A1,85:10:00-85:20:00,,13.8665,0.0232223,173.331
Result 1,Trial     1,A1,85:20:00-85:30:00,,12.4987,0.0212881,156.233
Result 1,Trial     1,A1,85:30:00-85:40:00,,21.0067,0.0440724,262.583
Result 1,Trial     1,A1,85:40:00-85:50:00,,5.64441,0.0094845,70.5552
Result 1,Trial     1,A1,85:50:00-86:00:00,,13.4212,0.0227109,167.765
Result 1,Trial     1,A1,86:00:00-86:10:00,,8.23507,0.0138228,102.938
Result 1,Trial     1,A1,86:10:00-86:20:00,,10.5667,0.0176985,132.084
Result 1,Trial     1,A1,86:20:00-86:30:00,,13.4878,0.0226945,168.597
Result 1,Trial     1,A1,86:30:00-86:40:00,,16.4783,0.0294045,205.979
Result 1,Trial     1,A1,86:40:00-86:50:00,,14.6098,0.0256998,182.623
Result 1,Trial     1,A1,86:50:00-87:00:00,,17.0728,0.0347913,213.41
Result 1,Trial     1,A1,87:00:00-87:10:00,,9.20222,0.0171402,115.028
Result 1,Trial     1,A1,87:10:00-87:20:00,,13.1352,0.0233257,164.19
Result 1,Trial     1,A1,87:20:00-87:30:00,,18.6308,0.0333646,232.885
Result 1,Trial     1,A1,87:30:00-87:40:00,,9.82999,0.0207069,122.875
Result 1,Trial     1,A1,87:40:00-87:50:00,,18.8907,0.0321839,236.134
Result 1,Trial     1,A1,87:50:00-88:00:00,,14.4524,0.0244757,180.655
Result 1,Trial     1,A1,88:00:00-88:10:00,,15.8995,0.0314717,198.744
Result 1,Trial     1,A1,88:10:00-88:20:00,,12.3228,0.0310931,154.035
Result 1,Trial     1,A1,88:20:00-88:30:00,,17.4387,0.0332192,217.984
Result 1,Trial     1,A1,88:30:00-88:40:00,,13.2067,0.046216,165.083
Result 1,Trial     1,A1,88:40:00-88:50:00,,8.07829,0.0362711,100.979
Result 1,Trial     1,A1,88:50:00-89:00:00,,21.9255,0.0612034,274.069
Result 1,Trial     1,A1,89:00:00-89:10:00,,26.2368,0.0609932,327.96
Result 1,Trial     1,A1,89:10:00-89:20:00,,11.1251,0.0242609,139.064
Result 1,Trial     1,A1,89:20:00-89:30:00,,9.84595,0.0166227,123.074
Result 1,Trial     1,A1,89:30:00-89:40:00,,19.506,0.0328561,243.825
Result 1,Trial     1,A1,89:40:00-89:50:00,,19.3571,0.0338269,241.964
Result 1,Trial     1,A1,89:50:00-90:00:00,,15.8856,0.0472561,198.57
Result 1,Trial     1,A1,90:00:00-90:10:00,,12.8053,0.0227077,160.066
Result 1,Trial     1,A1,90:10:00-90:20:00,,5.31993,0.00925915,66.4992
Result 1,Trial     1,A1,90:20:00-90:30:00,,11.2592,0.0200972,140.741
Result 1,Trial     1,A1,90:30:00-90:40:00,,16.1298,0.0281832,201.622
Result 1,Trial     1,A1,90:40:00-90:50:00,,7.62643,0.0132293,95.3303
Result 1,Trial     1,A1,90:50:00-91:00:00,,7.20831,0.0124798,90.1038
Result 1,Trial     1,A1,91:00:00-91:10:00,,9.26881,0.0179211,115.86
Result 1,Trial     1,A1,91:10:00-91:20:00,,20.9162,0.0416393,261.453
Result 1,Trial     1,A1,91:20:00-91:30:00,,14.2649,0.0312225,178.312
Result 1,Trial     1,A1,91:30:00-91:40:00,,7.96331,0.022229,99.5414
Result 1,Trial     1,A1,91:40:00-91:50:00,,19.2834,0.0396451,241.042
Result 1,Trial     1,A1,91:50:00-92:00:00,,22.4106,0.0412019,280.132
Result 1,Trial     1,A1,92:00:00-92:10:00,,8.73554,0.0220505,109.194
Result 1,Trial     1,A1,92:10:00-92:20:00,,16.2913,0.0370257,203.641
Result 1,Trial     1,A1,92:20:00-92:30:00,,7.572,0.0127372,94.65
Result 1,Trial     1,A1,92:30:00-92:40:00,,12.4428,0.0210809,155.535
Result 1,Trial     1,A1,92:40:00-92:50:00,,14.0937,0.0257786,176.171
Result 1,Trial     1,A1,92:50:00-93:00:00,,11.0183,0.0274416,137.729
Result 1,Trial     1,A1,93:00:00-93:10:00,,21.3486,0.0430346,266.857
Result 1,Trial     1,A1,93:10:00-93:20:00,,5.89712,0.0131304,73.714
Result 1,Trial     1,A1,93:20:00-93:30:00,,12.5438,0.0258528,156.797
Result 1,Trial     1,A1,93:30:00-93:40:00,,14.1442,0.0365672,176.802
Result 1,Trial     1,A1,93:40:00-93:50:00,,13.9586,0.0260071,174.482
Result 1,Trial     1,A1,93:50:00-94:00:00,,20.0507,0.0533149,250.633
Result 1,Trial     1,A1,94:00:00-94:10:00,,24.3302,0.0468032,304.127
Result 1,Trial     1,A1,94:10:00-94:20:00,,12.416,0.0252399,155.2
Result 1,Trial     1,A1,94:20:00-94:30:00,,21.5329,0.0533414,269.161
Result 1,Trial     1,A1,94:30:00-94:40:00,,14.8327,0.0338337,185.409
Result 1,Trial     1,A1,94:40:00-94:50:00,,20.6654,0.0373075,258.317
Result 1,Trial     1,A1,94:50:00-95:00:00,,14.116,0.0260021,176.45
Result 1,Trial     1,A1,95:00:00-95:10:00,,15.6679,0.0523939,195.848
Result 1,Trial     1,A1,95:10:00-95:20:00,,20.9902,0.0449508,262.378
Result 1,Trial     1,A1,95:20:00-95:30:00,,17.5237,0.0359092,219.046
Result 1,Trial     1,A1,95:30:00-95:40:00,,19.7111,0.0367635,246.389
Result 1,Trial     1,A1,95:40:00-95:50:00,,7.39307,0.0266398,92.4133
Result 1,Trial     1,A1,95:50:00-96:00:00,,25.1113,0.0515675,313.891
Result 1,Trial     1,A1,96:00:00-96:10:00,,6.77499,0.0351838,84.6874
Result 1,Trial     1,A1,96:10:00-96:20:00,,7.12562,0.0340743,89.0702
Result 1,Trial     1,A1,96:20:00-96:30:00,,4.3185,0.0255957,53.9813
Result 1,Trial     1,A1,96:30:00-96:40:00,,15.0704,0.0407044,188.38
Result 1,Trial     1,A1,96:40:00-96:50:00,,29.5196,0.0563007,368.995
Result 1,Trial     1,A1,96:50:00-97:00:00,,23.3453,0.0417179,291.816
Result 1,Trial     1,A1,97:00:00-97:10:00,,12.2397,0.0239694,152.997
Result 1,Trial     1,A1,97:10:00-97:20:00,,41.0268,0.0738742,512.834
Result 1,Trial     1,A1,97:20:00-97:30:00,,21.3588,0.038744,266.985
Result 1,Trial     1,A1,97:30:00-97:40:00,,16.1339,0.0298114,201.674
Result 1,Trial     1,A1,97:40:00-97:50:00,,17.1173,0.0313733,213.966
Result 1,Trial     1,A1,97:50:00-98:00:00,,14.2932,0.0374168,178.665
Result 1,Trial     1,A1,98:00:00-98:10:00,,27.1919,0.0546284,339.898
Result 1,Trial     1,A1,98:10:00-98:20:00,,13.9214,0.0274779,174.017
Result 1,Trial     1,A1,98:20:00-98:30:00,,15.7905,0.0372136,197.381
Result 1,Trial     1,A1,98:30:00-98:40:00,,16.3613,0.0367636,204.516
Result 1,Trial     1,A1,98:40:00-98:50:00,,15.2519,0.0270463,190.649
Result 1,Trial     1,A1,98:50:00-99:00:00,,19.5064,0.0364742,243.83
Result 1,Trial     1,A1,99:00:00-99:10:00,,19.5368,0.0353723,244.21
Result 1,Trial     1,A1,99:10:00-99:20:00,,24.0144,0.0448566,300.18
Result 1,Trial     1,A1,99:20:00-99:30:00,,19.4389,0.0382958,242.987
Result 1,Trial     1,A1,99:30:00-99:40:00,,16.8168,0.0329174,210.21
Result 1,Trial     1,A1,99:40:00-99:50:00,,18.6781,0.0375424,233.476
Result 1,Trial     1,A1,99:50:00-100:00:00,,16.4711,0.0422856,205.889
Result 1,Trial     1,A1,100:00:00-100:10:00,,22.9638,0.0449636,287.048
Result 1,Trial     1,A1,100:10:00-100:20:00,,24.8464,0.0470433,310.58
Result 1,Trial     1,A1,100:20:00-100:30:00,,19.1704,0.0387562,239.63
Result 1,Trial     1,A1,100:30:00-100:40:00,,19.7757,0.0379718,247.196
Result 1,Trial     1,A1,100:40:00-100:50:00,,14.4184,0.027225,180.23
Result 1,Trial     1,A1,100:50:00-101:00:00,,25.4081,0.0455342,317.601
Result 1,Trial     1,A1,101:00:00-101:10:00,,18.3064,0.0417802,228.83
Result 1,Trial     1,A1,101:10:00-101:20:00,,18.9571,0.0345529,236.964
Result 1,Trial     1,A1,101:20:00-101:30:00,,24.9363,0.0451483,311.704
Result 1,Trial     1,A1,101:30:00-101:40:00,,28.6033,0.0597296,357.542
Result 1,Trial     1,A1,101:40:00-101:50:00,,20.0809,0.0440448,251.011
Result 1,Trial     1,A1,101:50:00-102:00:00,,8.9125,0.0152361,111.406
Result 1,Trial     1,A1,102:00:00-102:10:00,,17.3694,0.0304598,217.117
Result 1,Trial     1,A1,102:10:00-102:20:00,,31.2991,0.0620621,391.239
Result 1,Trial     1,A1,102:20:00-102:30:00,,19.3647,0.0359031,242.059
Result 1,Trial     1,A1,102:30:00-102:40:00,,11.438,0.0212602,142.975
Result 1,Trial     1,A1,102:40:00-102:50:00,,20.1006,0.0382316,251.258
Result 1,Trial     1,A1,102:50:00-103:00:00,,23.1965,0.0407127,289.956
Result 1,Trial     1,A1,103:00:00-103:10:00,,18.5754,0.0316554,232.193
Result 1,Trial     1,A1,103:10:00-103:20:00,,18.0507,0.0353437,225.634
Result 1,Trial     1,A1,103:20:00-103:30:00,,11.2222,0.0195755,140.278
Result 1,Trial     1,A1,103:30:00-103:40:00,,17.5006,0.0307892,218.758
Result 1,Trial     1,A1,103:40:00-103:50:00,,21.5777,0.0560051,269.721
Result 1,Trial     1,A1,103:50:00-104:00:00,,21.4848,0.0512031,268.56
Result 1,Trial     1,A1,104:00:00-104:10:00,,11.2389,0.0390458,140.487
Result 1,Trial     1,A1,104:10:00-104:20:00,,10.6254,0.04037,132.817
Result 1,Trial     1,A1,104:20:00-104:30:00,,26.353,0.0502153,329.412
Result 1,Trial     1,A1,104:30:00-104:40:00,,34.4905,0.0671858,431.131
Result 1,Trial     1,A1,104:40:00-104:50:00,,22.6873,0.0429359,283.592
Result 1,Trial     1,A1,104:50:00-105:00:00,,20.6012,0.0361933,257.515
Result 1,Trial     1,A1,105:00:00-105:10:00,,28.8029,0.0546503,360.036
Result 1,Trial     1,A1,105:10:00-105:20:00,,18.4817,0.0316555,231.022
Result 1,Trial     1,A1,105:20:00-105:30:00,,25.7632,0.0460452,322.04
Result 1,Trial     1,A1,105:30:00-105:40:00,,13.8164,0.0298694,172.705
Result 1,Trial     1,A1,105:40:00-105:50:00,,26.5631,0.0469777,332.038
Result 1,Trial     1,A1,105:50:00-106:00:00,,28.6224,0.049837,357.78
Result 1,Trial     1,A1,106:00:00-106:10:00,,25.816,0.0443817,322.7
Result 1,Trial     1,A1,106:10:00-106:20:00,,19.6691,0.0388534,245.864
Result 1,Trial     1,A1,106:20:00-106:30:00,,22.2369,0.0396069,277.961
Result 1,Trial     1,A1,106:30:00-106:40:00,,25.1156,0.045738,313.945
Result 1,Trial     1,A1,106:40:00-106:50:00,,15.9638,0.0391116,199.547
Result 1,Trial     1,A1,106:50:00-107:00:00,,18.5351,0.0353777,231.688
Result 1,Trial     1,A1,107:00:00-107:10:00,,22.0357,0.046434,275.447
Result 1,Trial     1,A1,107:10:00-107:20:00,,22.75,0.0447622,284.375
Result 1,Trial     1,A1,107:20:00-107:30:00,,30.1537,0.0532675,376.921
Result 1,Trial     1,A1,107:30:00-107:40:00,,21.0098,0.0395814,262.622
Result 1,Trial     1,A1,107:40:00-107:50:00,,16.4683,0.0333366,205.853
Result 1,Trial     1,A1,107:50:00-108:00:00,,25.9656,0.0460644,324.57
Result 1,Trial     1,A1,108:00:00-108:10:00,,22.4331,0.0470889,280.414
Result 1,Trial     1,A1,108:10:00-108:20:00,,20.757,0.0516138,259.463
Result 1,Trial     1,A1,108:20:00-108:30:00,,31.8643,0.0630029,398.304
Result 1,Trial     1,A1,108:30:00-108:40:00,,19.9583,0.0380477,249.479
Result 1,Trial     1,A1,108:40:00-108:50:00,,22.2567,0.0385704,278.209
Result 1,Trial     1,A1,108:50:00-109:00:00,,25.4639,0.0472675,318.299
Result 1,Trial     1,A1,109:00:00-109:10:00,,27.1741,0.0591666,339.676
Result 1,Trial     1,A1,109:10:00-109:20:00,,13.0417,0.0289097,163.022
Result 1,Trial     1,A1,109:20:00-109:30:00,,12.8427,0.0253608,160.534
Result 1,Trial     1,A1,109:30:00-109:40:00,,22.8967,0.0451007,286.209
Result 1,Trial     1,A1,109:40:00-109:50:00,,11.594,0.0205218,144.925
Result 1,Trial     1,A1,109:50:00-110:00:00,,7.13348,0.0171709,89.1685
Result 1,Trial     1,A1,110:00:00-110:10:00,,21.9071,0.0420127,273.839
Result 1,Trial     1,A1,110:10:00-110:20:00,,35.6694,0.0752138,445.867
Result 1,Trial     1,A1,110:20:00-110:30:00,,28.5603,0.0553238,357.004
Result 1,Trial     1,A1,110:30:00-110:40:00,,29.6795,0.0681222,370.994
Result 1,Trial     1,A1,110:40:00-110:50:00,,27.8382,0.0530858,347.977
Result 1,Trial     1,A1,110:50:00-111:00:00,,27.4499,0.0521544,343.124
Result 1,Trial     1,A1,111:00:00-111:10:00,,20.3046,0.0400643,253.808
Result 1,Trial     1,A1,111:10:00-111:20:00,,35.6722,0.0757437,445.903
Result 1,Trial     1,A1,111:20:00-111:30:00,,31.6716,0.0733683,395.895
Result 1,Trial     1,A1,111:30:00-111:40:00,,23.1021,0.0598872,288.776
